order_id,customer_id,channel_id,order_date,order_status,gross_amount,discount_applied,net_amount,order_value,currency
O00906,C00542,CH0002,2026-05-16,Completed,455.44,75.10,380.34,380.34,KRW
O00907,C00542,CH0002,2026-05-31,Completed,764.88,37.78,727.10,727.10,KRW
O00908,C00543,CH0003,2026-05-21,Cancelled,69.50,17.74,51.76,51.76,KRW
O00909,C00544,CH0001,2026-06-11,Completed,4459.63,198.19,4261.44,4261.44,KRW
O00910,C00544,CH0003,2026-06-01,Completed,2136.81,122.46,2014.35,2014.35,KRW
O00911,C00545,CH0003,2026-06-15,Completed,1033.22,18.99,1014.23,1014.23,KRW
O00912,C00546,CH0003,2026-06-29,Completed,1987.60,32.06,1955.54,1955.54,KRW
O00913,C00547,CH0001,2026-06-11,Completed,3353.10,768.40,2584.70,2584.70,KRW
O00914,C00548,CH0001,2026-06-18,Completed,644.22,3.28,640.94,640.94,KRW
O00915,C00549,CH0004,2026-06-08,Completed,1445.08,14.56,1430.52,1430.52,KRW
O00916,C00550,CH0004,2026-05-23,Completed,3783.20,105.66,3677.54,3677.54,KRW
O00917,C00551,CH0002,2026-05-05,Completed,1806.36,275.09,1531.27,1531.27,KRW
O00918,C00551,CH0003,2026-06-28,Completed,1644.16,271.62,1372.54,1372.54,KRW
O00919,C00552,CH0003,2026-05-22,Completed,2566.45,18.33,2548.12,2548.12,KRW
O00920,C00553,CH0001,2026-06-16,Completed,812.04,45.33,766.71,766.71,KRW
O00921,C00553,CH0001,2026-06-08,Completed,1669.22,79.68,1589.54,1589.54,KRW
O00922,C00554,CH0002,2026-05-19,Completed,2399.91,384.63,2015.28,2015.28,KRW
O00923,C00555,CH0003,2026-05-03,Completed,2793.34,650.66,2142.68,2142.68,KRW
O00924,C00556,CH0003,2026-05-16,Completed,3637.32,950.78,2686.54,2686.54,KRW
O00925,C00557,CH0001,2026-06-17,Completed,3269.74,864.90,2404.84,2404.84,KRW
O00926,C00558,CH0003,2026-06-13,Completed,3020.37,707.61,2312.76,2312.76,KRW
O00927,C00559,CH0001,2026-06-24,Cancelled,1728.76,462.40,1266.36,1266.36,KRW
O00928,C00560,CH0004,2026-06-16,Completed,2620.18,135.58,2484.60,2484.60,KRW
O00929,C00560,CH0004,2026-06-03,Completed,652.22,15.38,636.84,636.84,KRW
O00930,C00561,CH0004,2026-05-12,Completed,573.47,63.93,509.54,509.54,KRW
O00931,C00562,CH0002,2026-05-31,Completed,628.51,35.02,593.49,593.49,KRW
O00932,C00562,CH0001,2026-05-13,Completed,154.20,7.38,146.82,146.82,KRW
O00933,C00563,CH0003,2026-06-15,Completed,982.22,83.61,898.61,898.61,KRW
O00934,C00563,CH0003,2026-05-13,Completed,637.11,1.12,635.99,635.99,KRW
O00935,C00564,CH0003,2026-05-05,Completed,2650.80,443.96,2206.84,2206.84,KRW
O00936,C00564,CH0004,2026-05-09,Completed,1787.72,245.22,1542.50,1542.50,KRW
O00937,C00565,CH0003,2026-06-05,Completed,1381.62,351.53,1030.09,1030.09,KRW
O00938,C00566,CH0002,2026-06-05,Completed,737.87,194.22,543.65,543.65,KRW
O00939,C00567,CH0001,2026-05-06,Completed,1520.28,80.95,1439.33,1439.33,KRW
O00940,C00567,CH0003,2026-06-23,Completed,3178.34,424.32,2754.02,2754.02,KRW
O00941,C00568,CH0002,2026-06-22,Cancelled,1348.79,15.50,1333.29,1333.29,KRW
O00942,C00568,CH0002,2026-06-07,Completed,1269.48,130.55,1138.93,1138.93,KRW
O00943,C00569,CH0002,2026-06-04,Completed,705.40,157.83,547.57,547.57,KRW
O00944,C00570,CH0004,2026-06-16,Completed,328.37,2.62,325.75,325.75,KRW
O00945,C00570,CH0003,2026-06-19,Completed,2288.04,40.27,2247.77,2247.77,KRW
O00946,C00571,CH0003,2026-06-10,Completed,2844.99,486.22,2358.77,2358.77,KRW
O00947,C00571,CH0003,2026-06-21,Completed,735.04,32.99,702.05,702.05,KRW
O00948,C00572,CH0003,2026-06-28,Completed,1007.02,57.51,949.51,949.51,KRW
O00949,C00572,CH0002,2026-05-08,Completed,3920.58,392.66,3527.92,3527.92,KRW
O00950,C00573,CH0002,2026-05-20,Completed,2503.25,589.39,1913.86,1913.86,KRW
O00951,C00574,CH0004,2026-05-18,Completed,630.06,28.53,601.53,601.53,KRW
O00952,C00574,CH0003,2026-06-08,Completed,2709.57,137.52,2572.05,2572.05,KRW
O00953,C00575,CH0002,2026-06-21,Completed,1981.32,517.05,1464.27,1464.27,KRW
O00954,C00576,CH0001,2026-06-22,Completed,2368.76,662.08,1706.68,1706.68,KRW
O00955,C00577,CH0002,2026-05-21,Completed,1940.62,220.28,1720.34,1720.34,KRW
O00956,C00578,CH0003,2026-05-25,Completed,1380.48,66.05,1314.43,1314.43,KRW
O00957,C00578,CH0001,2026-05-17,Completed,3125.56,50.68,3074.88,3074.88,KRW
O00958,C00578,CH0003,2026-05-07,Completed,2496.20,136.06,2360.14,2360.14,KRW
O00959,C00579,CH0001,2026-05-02,Completed,819.63,39.50,780.13,780.13,KRW
O00960,C00579,CH0004,2026-06-28,Completed,2685.63,38.30,2647.33,2647.33,KRW
O00961,C00579,CH0004,2026-05-15,Completed,1659.22,247.30,1411.92,1411.92,KRW
O00962,C00580,CH0002,2026-06-25,Completed,4141.76,189.08,3952.68,3952.68,KRW
O00963,C00581,CH0002,2026-06-03,Completed,3143.96,701.31,2442.65,2442.65,KRW
O00964,C00582,CH0003,2026-06-03,Cancelled,3138.30,51.20,3087.10,3087.10,KRW
O00965,C00582,CH0004,2026-06-15,Completed,2771.08,380.13,2390.95,2390.95,KRW
O00966,C00583,CH0002,2026-05-11,Completed,546.04,48.40,497.64,497.64,KRW
O00967,C00584,CH0003,2026-06-18,Cancelled,2644.48,1.61,2642.87,2642.87,KRW
O00968,C00584,CH0004,2026-05-28,Completed,5544.21,290.58,5253.63,5253.63,KRW
O00969,C00584,CH0003,2026-05-27,Completed,2098.80,105.70,1993.10,1993.10,KRW
O00970,C00585,CH0002,2026-06-22,Completed,309.99,5.28,304.71,304.71,KRW
O00971,C00586,CH0002,2026-05-29,Completed,2131.12,367.62,1763.50,1763.50,KRW
O00972,C00587,CH0004,2026-06-03,Completed,2441.74,72.71,2369.03,2369.03,KRW
O00973,C00588,CH0002,2026-06-10,Completed,827.14,201.32,625.82,625.82,KRW
O00974,C00589,CH0001,2026-05-23,Completed,442.39,117.34,325.05,325.05,KRW
O00975,C00589,CH0004,2026-05-02,Completed,3752.46,626.53,3125.93,3125.93,KRW
O00976,C00590,CH0003,2026-05-17,Completed,1571.10,397.13,1173.97,1173.97,KRW
O00977,C00591,CH0004,2026-06-29,Completed,2009.90,93.93,1915.97,1915.97,KRW
O00978,C00591,CH0002,2026-06-20,Completed,2388.21,407.50,1980.71,1980.71,KRW
O00979,C00592,CH0003,2026-05-05,Completed,1032.93,175.49,857.44,857.44,KRW
O00980,C00592,CH0001,2026-06-01,Completed,704.34,36.71,667.63,667.63,KRW
O00981,C00593,CH0002,2026-06-23,Completed,2820.32,385.22,2435.10,2435.10,KRW
O00982,C00594,CH0003,2026-05-23,Completed,1501.55,374.94,1126.61,1126.61,KRW
O00983,C00595,CH0004,2026-05-28,Completed,1990.53,270.17,1720.36,1720.36,KRW
O00984,C00595,CH0001,2026-05-02,Completed,795.95,115.10,680.85,680.85,KRW
O00985,C00596,CH0003,2026-05-09,Completed,616.71,29.43,587.28,587.28,KRW
O00986,C00596,CH0004,2026-06-05,Completed,3517.34,61.45,3455.89,3455.89,KRW
O00987,C00597,CH0002,2026-06-23,Completed,2638.83,394.78,2244.05,2244.05,KRW
O00988,C00598,CH0002,2026-05-14,Completed,1619.21,158.82,1460.39,1460.39,KRW
O00989,C00598,CH0002,2026-05-01,Completed,635.56,17.38,618.18,618.18,KRW
O00990,C00599,CH0002,2026-06-22,Completed,615.82,59.02,556.80,556.80,KRW
O00991,C00600,CH0001,2026-06-20,Cancelled,1026.24,249.49,776.75,776.75,KRW
O00992,C00601,CH0004,2026-05-10,Completed,2098.44,34.56,2063.88,2063.88,KRW
O00993,C00602,CH0001,2026-06-09,Completed,235.27,57.67,177.60,177.60,KRW
O00994,C00603,CH0003,2026-06-25,Completed,753.21,6.48,746.73,746.73,KRW
O00995,C00603,CH0001,2026-05-27,Completed,1119.97,59.61,1060.36,1060.36,KRW
O00996,C00604,CH0003,2026-06-17,Completed,656.25,141.36,514.89,514.89,KRW
O00997,C00604,CH0003,2026-06-27,Cancelled,2448.00,374.60,2073.40,2073.40,KRW
O00998,C00605,CH0002,2026-06-03,Completed,2014.02,44.02,1970.00,1970.00,KRW
O00999,C00606,CH0003,2026-06-05,Completed,2528.79,121.90,2406.89,2406.89,KRW
O01000,C00607,CH0001,2026-05-05,Completed,299.74,45.76,253.98,253.98,KRW
O01001,C00608,CH0003,2026-05-24,Completed,63.33,1.25,62.08,62.08,KRW
O01002,C00609,CH0003,2026-06-15,Completed,3057.52,56.14,3001.38,3001.38,KRW
O01003,C00610,CH0002,2026-05-17,Completed,1850.01,105.49,1744.52,1744.52,KRW
O01004,C00610,CH0002,2026-06-03,Completed,898.86,138.11,760.75,760.75,KRW
O01005,C00611,CH0002,2026-05-11,Completed,653.61,84.66,568.95,568.95,KRW
O01006,C00611,CH0004,2026-06-08,Completed,425.12,65.74,359.38,359.38,KRW
O01007,C00611,CH0004,2026-06-12,Completed,62.85,10.53,52.32,52.32,KRW
O01008,C00612,CH0001,2026-05-14,Completed,599.85,14.90,584.95,584.95,KRW
O01009,C00612,CH0002,2026-05-05,Completed,2132.76,215.77,1916.99,1916.99,KRW
O01010,C00613,CH0004,2026-05-13,Cancelled,1933.67,515.82,1417.85,1417.85,KRW
O01011,C00614,CH0003,2026-05-13,Completed,1522.73,44.02,1478.71,1478.71,KRW
O01012,C00614,CH0002,2026-06-27,Completed,3818.31,981.97,2836.34,2836.34,KRW
O01013,C00615,CH0003,2026-05-03,Completed,1231.29,7.48,1223.81,1223.81,KRW
O01014,C00616,CH0004,2026-06-27,Completed,1205.28,167.50,1037.78,1037.78,KRW
O01015,C00616,CH0004,2026-05-05,Completed,338.82,37.48,301.34,301.34,KRW
O01016,C00616,CH0004,2026-05-09,Completed,1061.79,25.26,1036.53,1036.53,KRW
O01017,C00617,CH0002,2026-05-12,Completed,203.32,56.39,146.93,146.93,KRW
O01018,C00618,CH0002,2026-06-06,Completed,969.37,212.31,757.06,757.06,KRW
O01019,C00619,CH0002,2026-06-21,Completed,680.20,195.38,484.82,484.82,KRW
O01020,C00620,CH0002,2026-06-06,Completed,1202.74,28.04,1174.70,1174.70,KRW
O01021,C00620,CH0004,2026-06-25,Completed,2699.96,437.57,2262.39,2262.39,KRW
O01022,C00621,CH0004,2026-06-27,Completed,2250.10,231.83,2018.27,2018.27,KRW
O01023,C00622,CH0004,2026-06-19,Completed,499.95,120.02,379.93,379.93,KRW
O01024,C00623,CH0004,2026-06-02,Completed,4699.48,437.66,4261.82,4261.82,KRW
O01025,C00623,CH0003,2026-05-28,Completed,1284.76,214.32,1070.44,1070.44,KRW
O01026,C00624,CH0001,2026-05-22,Completed,1107.59,102.26,1005.33,1005.33,KRW
O01027,C00624,CH0004,2026-05-31,Completed,2690.64,130.06,2560.58,2560.58,KRW
O01028,C00624,CH0002,2026-06-17,Cancelled,2164.88,100.72,2064.16,2064.16,KRW
O01029,C00625,CH0004,2026-06-03,Completed,1951.54,305.32,1646.22,1646.22,KRW
O01030,C00625,CH0004,2026-06-26,Completed,2689.19,48.78,2640.41,2640.41,KRW
O01031,C00626,CH0004,2026-06-05,Completed,334.38,31.39,302.99,302.99,KRW
O01032,C00626,CH0001,2026-05-31,Completed,803.56,77.53,726.03,726.03,KRW
O01033,C00627,CH0002,2026-05-15,Completed,1510.17,345.19,1164.98,1164.98,KRW
O01034,C00628,CH0001,2026-06-07,Completed,1222.32,64.97,1157.35,1157.35,KRW
O01035,C00628,CH0003,2026-05-21,Completed,2951.49,11.21,2940.28,2940.28,KRW
O01036,C00629,CH0003,2026-06-22,Completed,642.56,28.45,614.11,614.11,KRW
O01037,C00629,CH0003,2026-05-31,Cancelled,2362.17,319.71,2042.46,2042.46,KRW
O01038,C00630,CH0003,2026-06-16,Completed,1003.70,108.68,895.02,895.02,KRW
O01039,C00630,CH0002,2026-05-20,Completed,600.86,52.07,548.79,548.79,KRW
O01040,C00631,CH0003,2026-06-22,Completed,812.42,137.29,675.13,675.13,KRW
O01041,C00631,CH0003,2026-06-15,Completed,1398.99,78.43,1320.56,1320.56,KRW
O01042,C00632,CH0001,2026-05-28,Completed,2999.63,467.90,2531.73,2531.73,KRW
O01043,C00632,CH0003,2026-05-09,Completed,4625.32,467.13,4158.19,4158.19,KRW
O01044,C00633,CH0001,2026-05-31,Completed,541.10,0.52,540.58,540.58,KRW
O01045,C00634,CH0001,2026-06-09,Completed,1832.57,172.58,1659.99,1659.99,KRW
O01046,C00634,CH0002,2026-05-30,Completed,2182.51,121.52,2060.99,2060.99,KRW
O01047,C00635,CH0004,2026-05-12,Completed,2589.74,231.19,2358.55,2358.55,KRW
O01048,C00636,CH0004,2026-05-14,Completed,3874.84,170.04,3704.80,3704.80,KRW
O01049,C00636,CH0003,2026-06-19,Completed,2401.43,125.85,2275.58,2275.58,KRW
O01050,C00636,CH0003,2026-05-18,Completed,1091.00,7.33,1083.67,1083.67,KRW
O01051,C00637,CH0004,2026-05-12,Completed,2620.36,620.40,1999.96,1999.96,KRW
O01052,C00638,CH0002,2026-06-08,Completed,434.34,104.70,329.64,329.64,KRW
O01053,C00639,CH0001,2026-06-03,Cancelled,1575.60,417.46,1158.14,1158.14,KRW
O01054,C00640,CH0002,2026-06-01,Completed,3086.45,140.62,2945.83,2945.83,KRW
O01055,C00640,CH0004,2026-05-07,Completed,130.98,3.18,127.80,127.80,KRW
O01056,C00641,CH0004,2026-05-03,Completed,693.77,189.35,504.42,504.42,KRW
O01057,C00642,CH0004,2026-05-20,Completed,3608.95,27.73,3581.22,3581.22,KRW
O01058,C00642,CH0002,2026-05-06,Completed,583.08,28.27,554.81,554.81,KRW
O01059,C00643,CH0003,2026-06-02,Completed,1264.68,60.05,1204.63,1204.63,KRW
O01060,C00643,CH0001,2026-05-18,Completed,3342.12,346.15,2995.97,2995.97,KRW
O01061,C00644,CH0004,2026-05-07,Completed,652.22,13.99,638.23,638.23,KRW
O01062,C00644,CH0002,2026-05-28,Completed,67.93,3.50,64.43,64.43,KRW
O01063,C00644,CH0003,2026-06-23,Completed,1036.93,158.43,878.50,878.50,KRW
O01064,C00645,CH0004,2026-05-01,Completed,3844.76,878.93,2965.83,2965.83,KRW
O01065,C00645,CH0002,2026-06-19,Completed,1872.95,482.09,1390.86,1390.86,KRW
O01066,C00646,CH0004,2026-05-08,Completed,1443.00,71.20,1371.80,1371.80,KRW
O01067,C00646,CH0002,2026-05-29,Completed,1210.12,284.72,925.40,925.40,KRW
O01068,C00646,CH0002,2026-06-16,Completed,2956.66,133.79,2822.87,2822.87,KRW
O01069,C00647,CH0003,2026-06-05,Completed,157.86,8.80,149.06,149.06,KRW
O01070,C00647,CH0003,2026-05-25,Completed,2234.73,617.21,1617.52,1617.52,KRW
O01071,C00648,CH0004,2026-06-12,Completed,2955.49,706.83,2248.66,2248.66,KRW
O01072,C00649,CH0003,2026-05-18,Completed,4523.15,200.42,4322.73,4322.73,KRW
O01073,C00649,CH0003,2026-05-03,Completed,1715.47,165.40,1550.07,1550.07,KRW
O01074,C00650,CH0001,2026-05-13,Completed,2015.70,95.86,1919.84,1919.84,KRW
O01075,C00650,CH0003,2026-05-14,Completed,220.63,12.18,208.45,208.45,KRW
O01076,C00651,CH0001,2026-06-24,Completed,2181.12,471.22,1709.90,1709.90,KRW
O01077,C00652,CH0003,2026-06-21,Completed,1651.30,442.60,1208.70,1208.70,KRW
O01078,C00652,CH0002,2026-05-16,Completed,1558.04,157.96,1400.08,1400.08,KRW
O01079,C00653,CH0001,2026-06-14,Completed,2504.52,271.91,2232.61,2232.61,KRW
O01080,C00654,CH0004,2026-05-21,Completed,3738.52,955.35,2783.17,2783.17,KRW
O01081,C00654,CH0001,2026-05-18,Cancelled,1946.48,316.25,1630.23,1630.23,KRW
O01082,C00655,CH0001,2026-06-27,Completed,878.73,224.92,653.81,653.81,KRW
O01083,C00656,CH0004,2026-05-13,Completed,2426.26,106.60,2319.66,2319.66,KRW
O01084,C00656,CH0004,2026-05-12,Completed,948.46,45.39,903.07,903.07,KRW
O01085,C00656,CH0002,2026-06-29,Cancelled,1947.96,91.41,1856.55,1856.55,KRW
O01086,C00657,CH0002,2026-06-08,Cancelled,3689.86,33.51,3656.35,3656.35,KRW
O01087,C00658,CH0004,2026-06-02,Completed,1133.38,258.95,874.43,874.43,KRW
O01088,C00659,CH0003,2026-05-20,Completed,4603.78,74.95,4528.83,4528.83,KRW
O01089,C00659,CH0004,2026-06-24,Completed,1209.00,18.47,1190.53,1190.53,KRW
O01090,C00660,CH0001,2026-05-24,Completed,2337.93,668.08,1669.85,1669.85,KRW
O01091,C00661,CH0003,2026-05-27,Completed,2295.85,575.51,1720.34,1720.34,KRW
O01092,C00662,CH0004,2026-05-13,Completed,2989.42,141.85,2847.57,2847.57,KRW
O01093,C00663,CH0004,2026-06-12,Completed,996.12,5.35,990.77,990.77,KRW
O01094,C00664,CH0002,2026-06-09,Completed,1924.37,39.17,1885.20,1885.20,KRW
O01095,C00664,CH0004,2026-05-30,Completed,3121.76,732.76,2389.00,2389.00,KRW
O01096,C00665,CH0003,2026-05-08,Completed,3020.23,405.26,2614.97,2614.97,KRW
O01097,C00665,CH0001,2026-05-11,Completed,2798.53,141.26,2657.27,2657.27,KRW
O01098,C00666,CH0003,2026-05-13,Completed,1772.86,164.71,1608.15,1608.15,KRW
O01099,C00667,CH0003,2026-06-04,Completed,2508.27,719.74,1788.53,1788.53,KRW
O01100,C00668,CH0002,2026-06-25,Completed,1946.62,487.39,1459.23,1459.23,KRW
O01101,C00668,CH0004,2026-06-03,Completed,417.06,19.78,397.28,397.28,KRW
O01102,C00668,CH0001,2026-06-02,Cancelled,848.65,16.61,832.04,832.04,KRW
O01103,C00669,CH0001,2026-05-20,Completed,1897.02,214.30,1682.72,1682.72,KRW
O01104,C00670,CH0004,2026-05-21,Completed,526.63,78.39,448.24,448.24,KRW
O01105,C00670,CH0001,2026-06-09,Completed,3900.34,222.38,3677.96,3677.96,KRW
O01106,C00671,CH0002,2026-05-26,Completed,2507.01,55.66,2451.35,2451.35,KRW
O01107,C00672,CH0004,2026-06-11,Completed,2589.79,129.90,2459.89,2459.89,KRW
O01108,C00672,CH0004,2026-05-25,Completed,1739.25,237.40,1501.85,1501.85,KRW
O01109,C00673,CH0002,2026-05-18,Completed,111.78,1.85,109.93,109.93,KRW
O01110,C00673,CH0003,2026-05-20,Completed,1057.56,53.38,1004.18,1004.18,KRW
O01111,C00673,CH0003,2026-05-17,Completed,765.25,77.72,687.53,687.53,KRW
O01112,C00674,CH0001,2026-06-04,Completed,722.10,198.34,523.76,523.76,KRW
O01113,C00675,CH0004,2026-05-25,Completed,1479.78,194.70,1285.08,1285.08,KRW
O01114,C00675,CH0003,2026-06-07,Completed,1443.38,23.16,1420.22,1420.22,KRW
O01115,C00676,CH0002,2026-05-28,Completed,3696.62,496.50,3200.12,3200.12,KRW
O01116,C00676,CH0004,2026-06-11,Completed,1253.36,140.17,1113.19,1113.19,KRW
O01117,C00676,CH0004,2026-06-28,Completed,4234.49,411.49,3823.00,3823.00,KRW
O01118,C00677,CH0003,2026-05-09,Completed,361.67,19.18,342.49,342.49,KRW
O01119,C00677,CH0004,2026-05-16,Completed,4300.50,17.19,4283.31,4283.31,KRW
O01120,C00677,CH0002,2026-06-15,Completed,2676.37,144.76,2531.61,2531.61,KRW
O01121,C00678,CH0004,2026-05-03,Completed,2209.92,370.18,1839.74,1839.74,KRW
O01122,C00679,CH0003,2026-05-07,Completed,2360.15,120.57,2239.58,2239.58,KRW
O01123,C00680,CH0002,2026-05-23,Cancelled,2287.04,651.65,1635.39,1635.39,KRW
O01124,C00681,CH0001,2026-05-21,Completed,2688.47,296.01,2392.46,2392.46,KRW
O01125,C00682,CH0003,2026-06-01,Completed,1259.73,171.39,1088.34,1088.34,KRW
O01126,C00682,CH0003,2026-05-26,Cancelled,4158.50,554.82,3603.68,3603.68,KRW
O01127,C00683,CH0002,2026-05-04,Completed,1438.89,63.60,1375.29,1375.29,KRW
O01128,C00683,CH0004,2026-06-26,Completed,318.14,3.94,314.20,314.20,KRW
O01129,C00683,CH0004,2026-05-10,Cancelled,1609.88,169.92,1439.96,1439.96,KRW
O01130,C00684,CH0003,2026-05-11,Completed,3070.95,139.59,2931.36,2931.36,KRW
O01131,C00684,CH0002,2026-06-15,Completed,1199.70,26.25,1173.45,1173.45,KRW
O01132,C00685,CH0003,2026-05-20,Completed,2165.54,185.19,1980.35,1980.35,KRW
O01133,C00685,CH0002,2026-06-08,Completed,1429.28,64.69,1364.59,1364.59,KRW
O01134,C00686,CH0001,2026-05-12,Cancelled,96.20,4.93,91.27,91.27,KRW
O01135,C00686,CH0004,2026-06-13,Completed,3264.80,299.90,2964.90,2964.90,KRW
O01136,C00687,CH0003,2026-05-28,Completed,2816.04,39.33,2776.71,2776.71,KRW
O01137,C00687,CH0004,2026-06-06,Completed,1775.52,75.71,1699.81,1699.81,KRW
O01138,C00687,CH0002,2026-06-05,Completed,2623.51,250.21,2373.30,2373.30,KRW
O01139,C00688,CH0002,2026-06-17,Completed,3005.61,443.73,2561.88,2561.88,KRW
O01140,C00688,CH0004,2026-05-30,Completed,3348.46,837.88,2510.58,2510.58,KRW
O01141,C00688,CH0002,2026-06-27,Completed,3437.00,156.85,3280.15,3280.15,KRW
O01142,C00689,CH0004,2026-06-01,Completed,3256.02,54.02,3202.00,3202.00,KRW
O01143,C00690,CH0004,2026-06-06,Completed,747.63,42.37,705.26,705.26,KRW
O01144,C00691,CH0002,2026-06-04,Completed,2989.27,722.14,2267.13,2267.13,KRW
O01145,C00692,CH0003,2026-05-27,Completed,2188.35,110.22,2078.13,2078.13,KRW
O01146,C00692,CH0004,2026-06-19,Completed,256.50,13.53,242.97,242.97,KRW
O01147,C00693,CH0003,2026-05-24,Completed,2910.87,686.72,2224.15,2224.15,KRW
O01148,C00693,CH0002,2026-05-18,Completed,2094.86,239.12,1855.74,1855.74,KRW
O01149,C00694,CH0004,2026-06-16,Completed,272.01,36.01,236.00,236.00,KRW
O01150,C00694,CH0004,2026-05-03,Completed,1432.06,81.46,1350.60,1350.60,KRW
O01151,C00695,CH0001,2026-05-22,Completed,2347.92,340.91,2007.01,2007.01,KRW
O01152,C00695,CH0004,2026-06-16,Completed,1754.79,418.33,1336.46,1336.46,KRW
O01153,C00695,CH0004,2026-05-06,Completed,4574.01,673.24,3900.77,3900.77,KRW
O01154,C00696,CH0002,2026-06-12,Completed,1724.28,75.73,1648.55,1648.55,KRW
O01155,C00696,CH0003,2026-05-30,Completed,2270.38,104.19,2166.19,2166.19,KRW
O01156,C00696,CH0002,2026-06-25,Completed,3903.26,648.49,3254.77,3254.77,KRW
O01157,C00697,CH0004,2026-05-01,Completed,4281.92,1179.38,3102.54,3102.54,KRW
O01158,C00698,CH0001,2026-06-11,Completed,1749.76,418.48,1331.28,1331.28,KRW
O01159,C00699,CH0002,2026-06-19,Completed,2331.16,318.73,2012.43,2012.43,KRW
O01160,C00700,CH0004,2026-06-16,Completed,4580.84,739.22,3841.62,3841.62,KRW
O01161,C00700,CH0002,2026-06-17,Completed,315.03,0.36,314.67,314.67,KRW
O01162,C00700,CH0001,2026-06-24,Completed,2143.56,188.56,1955.00,1955.00,KRW
O01163,C00701,CH0001,2026-06-28,Completed,3699.22,799.76,2899.46,2899.46,KRW
O01164,C00702,CH0002,2026-05-01,Completed,3713.32,203.85,3509.47,3509.47,KRW
O01165,C00703,CH0002,2026-05-30,Completed,722.55,193.53,529.02,529.02,KRW
O01166,C00704,CH0003,2026-05-11,Completed,1601.66,378.16,1223.50,1223.50,KRW
O01167,C00705,CH0002,2026-05-13,Completed,391.51,66.43,325.08,325.08,KRW
O01168,C00705,CH0001,2026-06-03,Completed,2398.98,249.05,2149.93,2149.93,KRW
O01169,C00706,CH0001,2026-05-16,Completed,1565.42,206.19,1359.23,1359.23,KRW
O01170,C00707,CH0001,2026-06-21,Completed,4280.61,207.91,4072.70,4072.70,KRW
O01171,C00707,CH0003,2026-06-13,Completed,1631.48,75.47,1556.01,1556.01,KRW
O01172,C00708,CH0001,2026-05-15,Completed,1028.70,141.26,887.44,887.44,KRW
O01173,C00709,CH0004,2026-06-05,Completed,3211.71,312.09,2899.62,2899.62,KRW
O01174,C00710,CH0004,2026-05-27,Completed,1272.48,289.39,983.09,983.09,KRW
O01175,C00710,CH0001,2026-05-06,Completed,768.28,86.70,681.58,681.58,KRW
O01176,C00711,CH0004,2026-05-22,Cancelled,2911.07,696.37,2214.70,2214.70,KRW
O01177,C00712,CH0003,2026-06-09,Completed,1624.84,168.28,1456.56,1456.56,KRW
O01178,C00712,CH0003,2026-06-11,Completed,298.46,33.94,264.52,264.52,KRW
O01179,C00712,CH0001,2026-06-25,Completed,1168.17,114.33,1053.84,1053.84,KRW
O01180,C00713,CH0002,2026-06-23,Completed,2242.80,198.96,2043.84,2043.84,KRW
O01181,C00713,CH0002,2026-05-10,Completed,287.33,31.08,256.25,256.25,KRW
O01182,C00713,CH0002,2026-05-04,Completed,4535.54,448.82,4086.72,4086.72,KRW
O01183,C00714,CH0002,2026-06-02,Completed,1526.89,223.91,1302.98,1302.98,KRW
O01184,C00715,CH0001,2026-05-23,Completed,1620.93,403.19,1217.74,1217.74,KRW
O01185,C00715,CH0001,2026-06-03,Cancelled,1545.24,86.42,1458.82,1458.82,KRW
O01186,C00715,CH0004,2026-05-05,Completed,1280.63,178.39,1102.24,1102.24,KRW
O01187,C00716,CH0003,2026-06-11,Completed,633.28,67.38,565.90,565.90,KRW
O01188,C00716,CH0001,2026-05-14,Completed,1221.75,131.03,1090.72,1090.72,KRW
O01189,C00717,CH0001,2026-05-12,Completed,173.86,29.24,144.62,144.62,KRW
O01190,C00717,CH0001,2026-06-17,Completed,681.84,36.36,645.48,645.48,KRW
O01191,C00718,CH0004,2026-06-06,Completed,232.09,54.97,177.12,177.12,KRW
O01192,C00719,CH0001,2026-05-22,Completed,5105.21,853.79,4251.42,4251.42,KRW
O01193,C00719,CH0004,2026-05-18,Completed,2902.07,326.32,2575.75,2575.75,KRW
O01194,C00720,CH0003,2026-05-12,Completed,1338.92,331.90,1007.02,1007.02,KRW
O01195,C00720,CH0004,2026-05-09,Completed,1193.65,126.51,1067.14,1067.14,KRW
O01196,C00721,CH0003,2026-05-24,Completed,2845.63,384.20,2461.43,2461.43,KRW
O01197,C00721,CH0001,2026-05-19,Completed,251.07,27.39,223.68,223.68,KRW
O01198,C00722,CH0003,2026-05-26,Completed,580.58,24.94,555.64,555.64,KRW
O01199,C00723,CH0003,2026-06-14,Completed,2521.57,247.51,2274.06,2274.06,KRW
O01200,C00724,CH0001,2026-06-13,Completed,1229.91,26.73,1203.18,1203.18,KRW
O01201,C00725,CH0003,2026-05-08,Completed,4275.93,408.51,3867.42,3867.42,KRW
O01202,C00725,CH0004,2026-06-11,Completed,617.43,7.78,609.65,609.65,KRW
O01203,C00725,CH0004,2026-05-23,Completed,2264.93,364.65,1900.28,1900.28,KRW
O01204,C00726,CH0001,2026-06-08,Completed,2182.93,513.57,1669.36,1669.36,KRW
O01205,C00727,CH0004,2026-06-03,Completed,3524.16,949.91,2574.25,2574.25,KRW
O01206,C00727,CH0004,2026-06-23,Completed,1690.98,172.30,1518.68,1518.68,KRW
