campaign_id,order_id,customer_id,attribution_model,attributed_revenue
CA00037,O01246,C00752,MultiTouch,618.25
CA00050,O01246,C00752,MultiTouch,1015.42
CA00033,O01247,C00753,MultiTouch,215.09
CA00016,O01247,C00753,MultiTouch,339.07
CA00002,O01248,C00754,MultiTouch,642.61
CA00037,O01248,C00754,MultiTouch,1232.85
CA00055,O01249,C00755,MultiTouch,316.96
CA00029,O01249,C00755,MultiTouch,297.83
CA00037,O01250,C00755,MultiTouch,669.89
CA00012,O01250,C00755,MultiTouch,1372.01
CA00027,O01251,C00756,MultiTouch,229.35
CA00035,O01251,C00756,MultiTouch,342.85
CA00028,O01252,C00756,MultiTouch,878.73
CA00049,O01252,C00756,MultiTouch,408.65
CA00027,O01253,C00756,MultiTouch,1056.66
CA00036,O01253,C00756,MultiTouch,507.64
CA00004,O01254,C00757,MultiTouch,410.81
CA00046,O01254,C00757,MultiTouch,301.62
CA00010,O01255,C00758,MultiTouch,181.26
CA00029,O01255,C00758,MultiTouch,288.88
CA00025,O01256,C00758,MultiTouch,1576.73
CA00038,O01256,C00758,MultiTouch,1847.81
CA00046,O01257,C00759,MultiTouch,405.15
CA00022,O01257,C00759,MultiTouch,624.73
CA00026,O01258,C00760,MultiTouch,2495.40
CA00060,O01258,C00760,MultiTouch,1531.01
CA00055,O01259,C00760,MultiTouch,505.42
CA00031,O01259,C00760,MultiTouch,359.21
CA00005,O01260,C00761,MultiTouch,909.37
CA00042,O01260,C00761,MultiTouch,1020.72
CA00014,O01261,C00762,MultiTouch,132.80
CA00013,O01261,C00762,MultiTouch,220.40
CA00046,O01262,C00762,MultiTouch,897.23
CA00053,O01262,C00762,MultiTouch,492.95
CA00018,O01263,C00763,MultiTouch,186.93
CA00023,O01263,C00763,MultiTouch,120.24
CA00046,O01264,C00764,MultiTouch,596.94
CA00012,O01264,C00764,MultiTouch,887.31
CA00019,O01265,C00765,MultiTouch,1173.49
CA00026,O01265,C00765,MultiTouch,775.89
CA00016,O01266,C00766,MultiTouch,669.38
CA00026,O01266,C00766,MultiTouch,438.13
CA00036,O01267,C00767,MultiTouch,1764.81
CA00013,O01267,C00767,MultiTouch,1538.64
CA00036,O01268,C00768,MultiTouch,880.77
CA00004,O01268,C00768,MultiTouch,1433.79
CA00019,O01269,C00769,MultiTouch,1123.12
CA00039,O01269,C00769,MultiTouch,2380.15
CA00023,O01270,C00770,MultiTouch,1745.65
CA00043,O01270,C00770,MultiTouch,1683.83
CA00032,O01271,C00771,MultiTouch,945.37
CA00030,O01271,C00771,MultiTouch,899.08
CA00020,O01272,C00771,MultiTouch,1157.60
CA00051,O01272,C00771,MultiTouch,926.29
CA00034,O01273,C00772,MultiTouch,517.26
CA00023,O01273,C00772,MultiTouch,887.78
CA00018,O01274,C00772,MultiTouch,940.15
CA00042,O01274,C00772,MultiTouch,898.52
CA00057,O01275,C00772,MultiTouch,1041.24
CA00044,O01275,C00772,MultiTouch,558.52
CA00043,O01276,C00773,MultiTouch,2620.34
CA00049,O01276,C00773,MultiTouch,2383.15
CA00021,O01277,C00773,MultiTouch,200.99
CA00039,O01277,C00773,MultiTouch,377.13
CA00029,O01278,C00774,MultiTouch,699.72
CA00026,O01278,C00774,MultiTouch,580.92
CA00052,O01279,C00775,MultiTouch,632.33
CA00003,O01279,C00775,MultiTouch,323.85
CA00001,O01280,C00776,MultiTouch,417.87
CA00053,O01280,C00776,MultiTouch,600.68
CA00034,O01281,C00776,MultiTouch,27.42
CA00009,O01281,C00776,MultiTouch,30.39
CA00010,O01282,C00777,MultiTouch,1575.71
CA00014,O01282,C00777,MultiTouch,998.26
CA00024,O01283,C00778,MultiTouch,636.07
CA00006,O01283,C00778,MultiTouch,1193.61
CA00016,O01284,C00779,MultiTouch,624.24
CA00047,O01284,C00779,MultiTouch,1030.95
CA00048,O01285,C00780,MultiTouch,102.44
CA00020,O01285,C00780,MultiTouch,162.96
CA00011,O01286,C00780,MultiTouch,1052.44
CA00060,O01286,C00780,MultiTouch,1582.20
CA00012,O01287,C00781,MultiTouch,109.93
CA00039,O01287,C00781,MultiTouch,106.67
CA00058,O01288,C00782,MultiTouch,142.18
CA00046,O01288,C00782,MultiTouch,76.54
CA00038,O01289,C00783,MultiTouch,394.68
CA00055,O01289,C00783,MultiTouch,575.13
CA00032,O01290,C00784,MultiTouch,1127.40
CA00023,O01290,C00784,MultiTouch,542.24
CA00028,O01291,C00784,MultiTouch,751.72
CA00011,O01291,C00784,MultiTouch,1044.78
CA00010,O01292,C00784,MultiTouch,827.11
CA00056,O01292,C00784,MultiTouch,1296.44
CA00014,O01293,C00785,MultiTouch,971.28
CA00006,O01293,C00785,MultiTouch,1230.79
CA00032,O01294,C00786,MultiTouch,775.96
CA00056,O01294,C00786,MultiTouch,586.33
CA00039,O01295,C00787,MultiTouch,176.10
CA00025,O01295,C00787,MultiTouch,375.76
CA00024,O01296,C00788,MultiTouch,1671.48
CA00009,O01296,C00788,MultiTouch,915.87
CA00045,O01297,C00788,MultiTouch,1523.09
CA00005,O01297,C00788,MultiTouch,2621.95
CA00020,O01298,C00789,MultiTouch,492.30
CA00035,O01298,C00789,MultiTouch,1034.17
CA00049,O01299,C00789,MultiTouch,1493.55
CA00058,O01299,C00789,MultiTouch,945.16
CA00003,O01300,C00790,MultiTouch,517.78
CA00060,O01300,C00790,MultiTouch,1179.89
CA00021,O01301,C00791,MultiTouch,824.72
CA00017,O01301,C00791,MultiTouch,514.43
CA00023,O01302,C00792,MultiTouch,397.88
CA00033,O01302,C00792,MultiTouch,481.34
CA00055,O01303,C00792,MultiTouch,2591.03
CA00002,O01303,C00792,MultiTouch,1149.98
CA00047,O01304,C00792,MultiTouch,1308.92
CA00017,O01304,C00792,MultiTouch,592.06
CA00014,O01305,C00793,MultiTouch,1467.60
CA00036,O01305,C00793,MultiTouch,837.41
CA00002,O01306,C00794,MultiTouch,2429.93
CA00023,O01306,C00794,MultiTouch,1467.45
CA00054,O01307,C00794,MultiTouch,547.65
CA00045,O01307,C00794,MultiTouch,550.55
CA00036,O01308,C00794,MultiTouch,32.40
CA00034,O01308,C00794,MultiTouch,35.53
CA00021,O01309,C00795,MultiTouch,972.35
CA00015,O01309,C00795,MultiTouch,1626.49
CA00017,O01310,C00796,MultiTouch,834.07
CA00034,O01310,C00796,MultiTouch,773.23
CA00020,O01311,C00796,MultiTouch,1104.51
CA00003,O01311,C00796,MultiTouch,909.73
CA00001,O01312,C00797,MultiTouch,478.44
CA00058,O01312,C00797,MultiTouch,865.01
CA00025,O01313,C00798,MultiTouch,1267.15
CA00011,O01313,C00798,MultiTouch,1036.59
CA00047,O01314,C00798,MultiTouch,969.09
CA00031,O01314,C00798,MultiTouch,484.14
CA00050,O01315,C00799,MultiTouch,253.22
CA00003,O01315,C00799,MultiTouch,257.43
CA00045,O01316,C00799,MultiTouch,584.94
CA00017,O01316,C00799,MultiTouch,292.29
CA00004,O01317,C00799,MultiTouch,410.42
CA00001,O01317,C00799,MultiTouch,602.13
CA00030,O01318,C00800,MultiTouch,466.21
CA00052,O01318,C00800,MultiTouch,249.15
CA00044,O01319,C00800,MultiTouch,1877.48
CA00045,O01319,C00800,MultiTouch,1201.44
CA00019,O01320,C00801,MultiTouch,1961.55
CA00036,O01320,C00801,MultiTouch,844.63
CA00029,O01321,C00802,MultiTouch,688.01
CA00035,O01321,C00802,MultiTouch,1031.30
CA00013,O01322,C00802,MultiTouch,1157.11
CA00046,O01322,C00802,MultiTouch,744.49
CA00020,O01323,C00803,MultiTouch,1266.15
CA00017,O01323,C00803,MultiTouch,2805.29
CA00014,O01324,C00803,MultiTouch,112.27
CA00036,O01324,C00803,MultiTouch,58.02
CA00059,O01325,C00803,MultiTouch,804.41
CA00056,O01325,C00803,MultiTouch,1718.15
CA00021,O01326,C00804,MultiTouch,874.71
CA00059,O01326,C00804,MultiTouch,1877.78
CA00018,O01327,C00804,MultiTouch,760.24
CA00024,O01327,C00804,MultiTouch,1621.04
CA00037,O01328,C00805,MultiTouch,101.40
CA00014,O01328,C00805,MultiTouch,93.38
CA00013,O01329,C00805,MultiTouch,289.79
CA00049,O01329,C00805,MultiTouch,238.08
CA00054,O01330,C00806,MultiTouch,2101.97
CA00010,O01330,C00806,MultiTouch,969.73
CA00024,O01331,C00807,MultiTouch,633.35
CA00017,O01331,C00807,MultiTouch,564.53
CA00053,O01332,C00807,MultiTouch,1084.57
CA00052,O01332,C00807,MultiTouch,1838.20
CA00041,O01333,C00807,MultiTouch,635.02
CA00057,O01333,C00807,MultiTouch,760.70
CA00024,O01334,C00808,MultiTouch,941.57
CA00033,O01334,C00808,MultiTouch,751.41
CA00054,O01335,C00808,MultiTouch,698.84
CA00013,O01335,C00808,MultiTouch,1244.98
CA00037,O01336,C00809,MultiTouch,269.32
CA00015,O01336,C00809,MultiTouch,437.62
CA00006,O01337,C00810,MultiTouch,134.54
CA00049,O01337,C00810,MultiTouch,127.09
CA00034,O01338,C00811,MultiTouch,231.63
CA00052,O01338,C00811,MultiTouch,119.47
CA00040,O01339,C00812,MultiTouch,1575.88
CA00018,O01339,C00812,MultiTouch,853.14
CA00048,O01340,C00812,MultiTouch,392.09
CA00055,O01340,C00812,MultiTouch,489.47
CA00046,O01341,C00813,MultiTouch,221.92
CA00016,O01341,C00813,MultiTouch,114.38
CA00025,O01342,C00814,MultiTouch,1725.57
CA00010,O01342,C00814,MultiTouch,1734.53
CA00044,O01343,C00815,MultiTouch,163.51
CA00041,O01343,C00815,MultiTouch,254.49
CA00014,O01344,C00816,MultiTouch,294.30
CA00033,O01344,C00816,MultiTouch,327.37
CA00022,O01345,C00816,MultiTouch,1485.15
CA00041,O01345,C00816,MultiTouch,1498.58
CA00030,O01346,C00817,MultiTouch,565.06
CA00058,O01346,C00817,MultiTouch,292.40
CA00056,O01347,C00818,MultiTouch,459.50
CA00041,O01347,C00818,MultiTouch,770.06
CA00037,O01348,C00818,MultiTouch,205.70
CA00001,O01348,C00818,MultiTouch,247.18
CA00017,O01349,C00819,MultiTouch,412.70
CA00018,O01349,C00819,MultiTouch,766.49
CA00004,O01350,C00820,MultiTouch,1492.97
CA00011,O01350,C00820,MultiTouch,1671.56
CA00054,O01351,C00820,MultiTouch,1025.85
CA00021,O01351,C00820,MultiTouch,1510.07
CA00008,O01352,C00820,MultiTouch,963.55
CA00012,O01352,C00820,MultiTouch,583.29
CA00024,O01353,C00821,MultiTouch,391.21
CA00034,O01353,C00821,MultiTouch,807.64
CA00054,O01354,C00821,MultiTouch,1126.41
CA00020,O01354,C00821,MultiTouch,635.12
CA00047,O01355,C00822,MultiTouch,874.21
CA00046,O01355,C00822,MultiTouch,800.95
CA00055,O01356,C00823,MultiTouch,739.59
CA00052,O01356,C00823,MultiTouch,646.91
CA00052,O01357,C00823,MultiTouch,572.14
CA00031,O01357,C00823,MultiTouch,330.38
CA00034,O01358,C00824,MultiTouch,72.07
CA00024,O01358,C00824,MultiTouch,152.49
CA00047,O01359,C00824,MultiTouch,1286.85
CA00043,O01359,C00824,MultiTouch,1733.99
CA00010,O01360,C00824,MultiTouch,1004.51
CA00013,O01360,C00824,MultiTouch,1116.88
CA00033,O01361,C00825,MultiTouch,178.58
CA00031,O01361,C00825,MultiTouch,221.52
CA00011,O01362,C00826,MultiTouch,2593.98
CA00020,O01362,C00826,MultiTouch,1990.54
CA00057,O01363,C00827,MultiTouch,501.54
CA00046,O01363,C00827,MultiTouch,943.61
CA00040,O01364,C00828,MultiTouch,901.93
CA00031,O01364,C00828,MultiTouch,810.90
CA00006,O01365,C00828,MultiTouch,1068.51
CA00057,O01365,C00828,MultiTouch,942.53
CA00020,O01366,C00829,MultiTouch,158.54
CA00032,O01366,C00829,MultiTouch,134.56
CA00044,O01367,C00830,MultiTouch,696.16
CA00032,O01367,C00830,MultiTouch,549.91
CA00007,O01368,C00831,MultiTouch,235.86
CA00013,O01368,C00831,MultiTouch,395.74
CA00048,O01369,C00831,MultiTouch,1250.09
CA00042,O01369,C00831,MultiTouch,692.11
CA00026,O01370,C00831,MultiTouch,2179.45
CA00007,O01370,C00831,MultiTouch,1014.49
CA00017,O01371,C00832,MultiTouch,210.20
CA00026,O01371,C00832,MultiTouch,157.44
CA00040,O01372,C00832,MultiTouch,521.98
CA00015,O01372,C00832,MultiTouch,886.48
CA00026,O01373,C00833,MultiTouch,55.25
CA00015,O01373,C00833,MultiTouch,43.08
CA00045,O01374,C00833,MultiTouch,1499.49
CA00059,O01374,C00833,MultiTouch,1048.83
CA00059,O01375,C00834,MultiTouch,669.24
CA00001,O01375,C00834,MultiTouch,1342.72
CA00002,O01376,C00835,MultiTouch,1883.94
CA00026,O01376,C00835,MultiTouch,1768.34
CA00015,O01377,C00835,MultiTouch,1121.17
CA00030,O01377,C00835,MultiTouch,2051.12
CA00046,O01378,C00835,MultiTouch,1177.40
CA00051,O01378,C00835,MultiTouch,598.29
CA00031,O01379,C00836,MultiTouch,508.67
CA00051,O01379,C00836,MultiTouch,991.85
CA00007,O01380,C00836,MultiTouch,759.38
CA00050,O01380,C00836,MultiTouch,689.72
CA00011,O01381,C00837,MultiTouch,468.86
CA00042,O01381,C00837,MultiTouch,503.30
CA00024,O01382,C00838,MultiTouch,711.51
CA00027,O01382,C00838,MultiTouch,439.09
CA00015,O01383,C00839,MultiTouch,419.88
CA00006,O01383,C00839,MultiTouch,347.81
CA00011,O01384,C00839,MultiTouch,304.72
CA00057,O01384,C00839,MultiTouch,532.90
CA00042,O01385,C00840,MultiTouch,736.90
CA00056,O01385,C00840,MultiTouch,1520.23
CA00001,O01386,C00841,MultiTouch,1322.25
CA00035,O01386,C00841,MultiTouch,583.65
CA00008,O01387,C00842,MultiTouch,1487.13
CA00030,O01387,C00842,MultiTouch,1698.53
CA00011,O01388,C00842,MultiTouch,978.70
CA00002,O01388,C00842,MultiTouch,559.37
CA00044,O01389,C00843,MultiTouch,596.96
CA00018,O01389,C00843,MultiTouch,514.83
CA00012,O01390,C00844,MultiTouch,1027.10
CA00002,O01390,C00844,MultiTouch,1500.27
CA00001,O01391,C00844,MultiTouch,88.08
CA00030,O01391,C00844,MultiTouch,83.43
CA00046,O01392,C00844,MultiTouch,969.94
CA00031,O01392,C00844,MultiTouch,1434.69
CA00054,O01393,C00845,MultiTouch,831.80
CA00030,O01393,C00845,MultiTouch,743.53
CA00038,O01394,C00846,MultiTouch,417.20
CA00031,O01394,C00846,MultiTouch,236.15
CA00003,O01395,C00847,MultiTouch,70.41
CA00052,O01395,C00847,MultiTouch,149.09
CA00037,O01396,C00848,MultiTouch,922.31
CA00034,O01396,C00848,MultiTouch,1176.16
CA00027,O01397,C00849,MultiTouch,644.46
CA00011,O01397,C00849,MultiTouch,454.12
CA00003,O01398,C00850,MultiTouch,824.07
CA00036,O01398,C00850,MultiTouch,623.98
CA00017,O01399,C00851,MultiTouch,86.29
CA00036,O01399,C00851,MultiTouch,123.38
CA00033,O01400,C00852,MultiTouch,863.75
CA00037,O01400,C00852,MultiTouch,456.90
CA00059,O01401,C00852,MultiTouch,82.68
CA00060,O01401,C00852,MultiTouch,90.79
CA00059,O01402,C00853,MultiTouch,733.40
CA00018,O01402,C00853,MultiTouch,1264.79
CA00028,O01403,C00854,MultiTouch,268.65
CA00051,O01403,C00854,MultiTouch,173.70
CA00043,O01404,C00854,MultiTouch,856.11
CA00042,O01404,C00854,MultiTouch,1829.08
CA00035,O01405,C00855,MultiTouch,1019.33
CA00026,O01405,C00855,MultiTouch,541.38
CA00055,O01406,C00856,MultiTouch,734.18
CA00039,O01406,C00856,MultiTouch,1587.12
CA00028,O01407,C00856,MultiTouch,407.46
CA00048,O01407,C00856,MultiTouch,944.15
CA00045,O01408,C00857,MultiTouch,1315.11
CA00020,O01408,C00857,MultiTouch,716.33
CA00002,O01409,C00858,MultiTouch,1617.87
CA00033,O01409,C00858,MultiTouch,836.00
CA00028,O01410,C00859,MultiTouch,1045.68
CA00051,O01410,C00859,MultiTouch,670.47
CA00046,O01411,C00859,MultiTouch,306.18
CA00009,O01411,C00859,MultiTouch,444.39
CA00031,O01412,C00860,MultiTouch,1073.10
CA00045,O01412,C00860,MultiTouch,1101.81
CA00004,O01413,C00860,MultiTouch,270.69
CA00005,O01413,C00860,MultiTouch,293.40
CA00013,O01414,C00861,MultiTouch,269.88
CA00036,O01414,C00861,MultiTouch,124.85
CA00033,O01415,C00861,MultiTouch,138.80
CA00002,O01415,C00861,MultiTouch,97.11
CA00011,O01416,C00861,MultiTouch,1069.32
CA00001,O01416,C00861,MultiTouch,782.83
CA00005,O01417,C00862,MultiTouch,758.50
CA00038,O01417,C00862,MultiTouch,1538.32
CA00002,O01418,C00862,MultiTouch,1757.73
CA00034,O01418,C00862,MultiTouch,775.41
CA00023,O01419,C00863,MultiTouch,945.01
CA00028,O01419,C00863,MultiTouch,768.50
CA00023,O01420,C00864,MultiTouch,564.03
CA00049,O01420,C00864,MultiTouch,925.27
CA00003,O01421,C00864,MultiTouch,455.77
CA00053,O01421,C00864,MultiTouch,379.08
CA00039,O01422,C00864,MultiTouch,380.43
CA00042,O01422,C00864,MultiTouch,830.38
CA00056,O01423,C00865,MultiTouch,392.66
CA00013,O01423,C00865,MultiTouch,630.56
CA00012,O01424,C00866,MultiTouch,665.41
CA00036,O01424,C00866,MultiTouch,586.63
CA00051,O01425,C00867,MultiTouch,1304.85
CA00055,O01425,C00867,MultiTouch,816.75
CA00033,O01426,C00867,MultiTouch,682.83
CA00047,O01426,C00867,MultiTouch,582.92
CA00005,O01427,C00867,MultiTouch,1609.99
CA00037,O01427,C00867,MultiTouch,1000.36
CA00031,O01428,C00868,MultiTouch,241.46
CA00003,O01428,C00868,MultiTouch,371.49
CA00029,O01429,C00868,MultiTouch,888.25
CA00028,O01429,C00868,MultiTouch,1104.14
CA00041,O01430,C00868,MultiTouch,256.61
CA00056,O01430,C00868,MultiTouch,463.50
CA00021,O01431,C00869,MultiTouch,1206.64
CA00040,O01431,C00869,MultiTouch,2617.60
CA00005,O01432,C00870,MultiTouch,462.39
CA00050,O01432,C00870,MultiTouch,398.13
CA00009,O01433,C00871,MultiTouch,607.69
CA00045,O01433,C00871,MultiTouch,266.15
CA00020,O01434,C00871,MultiTouch,1645.82
CA00004,O01434,C00871,MultiTouch,2523.09
CA00035,O01435,C00871,MultiTouch,1541.56
CA00036,O01435,C00871,MultiTouch,868.88
CA00039,O01436,C00872,MultiTouch,1496.17
CA00015,O01436,C00872,MultiTouch,918.25
CA00034,O01437,C00873,MultiTouch,1476.91
CA00047,O01437,C00873,MultiTouch,634.95
CA00055,O01438,C00873,MultiTouch,1125.90
CA00051,O01438,C00873,MultiTouch,732.29
CA00006,O01439,C00874,MultiTouch,502.06
CA00031,O01439,C00874,MultiTouch,1068.69
CA00050,O01440,C00875,MultiTouch,3043.15
CA00037,O01440,C00875,MultiTouch,1321.11
CA00025,O01441,C00875,MultiTouch,608.36
CA00004,O01441,C00875,MultiTouch,354.11
CA00047,O01442,C00876,MultiTouch,531.31
CA00003,O01442,C00876,MultiTouch,570.47
CA00030,O01443,C00877,MultiTouch,310.11
CA00025,O01443,C00877,MultiTouch,390.03
CA00053,O01444,C00878,MultiTouch,1951.94
CA00016,O01444,C00878,MultiTouch,1222.96
CA00009,O01445,C00878,MultiTouch,980.37
CA00027,O01445,C00878,MultiTouch,760.09
CA00001,O01446,C00879,MultiTouch,1642.36
CA00018,O01446,C00879,MultiTouch,2872.53
CA00016,O01447,C00879,MultiTouch,956.23
CA00040,O01447,C00879,MultiTouch,973.83
CA00018,O01448,C00880,MultiTouch,504.03
CA00029,O01448,C00880,MultiTouch,1073.66
CA00042,O01449,C00881,MultiTouch,1445.33
CA00043,O01449,C00881,MultiTouch,917.59
CA00027,O01450,C00882,MultiTouch,14.38
CA00013,O01450,C00882,MultiTouch,17.05
CA00001,O01451,C00883,MultiTouch,837.42
CA00047,O01451,C00883,MultiTouch,723.08
CA00032,O01452,C00884,MultiTouch,131.18
CA00002,O01452,C00884,MultiTouch,216.95
CA00056,O01453,C00884,MultiTouch,1999.58
CA00017,O01453,C00884,MultiTouch,1292.76
CA00056,O01454,C00884,MultiTouch,264.13
CA00050,O01454,C00884,MultiTouch,117.05
CA00042,O01455,C00885,MultiTouch,433.42
CA00052,O01455,C00885,MultiTouch,915.54
CA00052,O01456,C00885,MultiTouch,815.40
CA00033,O01456,C00885,MultiTouch,622.16
CA00025,O01457,C00885,MultiTouch,615.08
CA00035,O01457,C00885,MultiTouch,467.49
CA00022,O01458,C00886,MultiTouch,827.29
CA00001,O01458,C00886,MultiTouch,920.57
CA00008,O01459,C00887,MultiTouch,170.83
CA00032,O01459,C00887,MultiTouch,361.31
CA00015,O01460,C00887,MultiTouch,1055.97
CA00035,O01460,C00887,MultiTouch,780.20
CA00001,O01461,C00887,MultiTouch,167.47
CA00028,O01461,C00887,MultiTouch,260.55
CA00016,O01462,C00888,MultiTouch,1283.98
CA00060,O01462,C00888,MultiTouch,1003.46
CA00051,O01463,C00888,MultiTouch,980.89
CA00024,O01463,C00888,MultiTouch,444.85
CA00045,O01464,C00889,MultiTouch,423.84
CA00009,O01464,C00889,MultiTouch,230.25
CA00039,O01465,C00890,MultiTouch,610.87
CA00017,O01465,C00890,MultiTouch,756.80
CA00018,O01466,C00891,MultiTouch,159.78
CA00020,O01466,C00891,MultiTouch,318.67
CA00041,O01467,C00891,MultiTouch,1237.96
CA00052,O01467,C00891,MultiTouch,1105.23
CA00037,O01468,C00891,MultiTouch,466.15
CA00002,O01468,C00891,MultiTouch,704.88
CA00022,O01469,C00892,MultiTouch,262.44
CA00013,O01469,C00892,MultiTouch,334.50
CA00023,O01470,C00893,MultiTouch,438.02
CA00056,O01470,C00893,MultiTouch,214.78
CA00013,O01471,C00894,MultiTouch,921.14
CA00021,O01471,C00894,MultiTouch,1073.98
CA00038,O01472,C00895,MultiTouch,932.29
CA00004,O01472,C00895,MultiTouch,1227.76
CA00010,O01473,C00896,MultiTouch,607.09
CA00050,O01473,C00896,MultiTouch,834.92
CA00018,O01474,C00897,MultiTouch,508.23
CA00042,O01474,C00897,MultiTouch,815.46
CA00036,O01475,C00898,MultiTouch,255.75
CA00025,O01475,C00898,MultiTouch,323.17
CA00004,O01476,C00899,MultiTouch,625.45
CA00057,O01476,C00899,MultiTouch,336.21
CA00014,O01477,C00900,MultiTouch,1837.80
CA00011,O01477,C00900,MultiTouch,1137.44
CA00059,O01478,C00900,MultiTouch,570.74
CA00014,O01478,C00900,MultiTouch,1244.93
CA00038,O01479,C00901,MultiTouch,844.11
CA00019,O01479,C00901,MultiTouch,513.92
CA00029,O01480,C00902,MultiTouch,1588.66
CA00022,O01480,C00902,MultiTouch,1652.63
CA00031,O01481,C00902,MultiTouch,889.47
CA00004,O01481,C00902,MultiTouch,1013.28
CA00009,O01482,C00903,MultiTouch,762.53
CA00032,O01482,C00903,MultiTouch,481.70
CA00035,O01483,C00904,MultiTouch,1370.60
CA00060,O01483,C00904,MultiTouch,993.70
CA00011,O01484,C00904,MultiTouch,278.33
CA00049,O01484,C00904,MultiTouch,235.02
CA00027,O01485,C00904,MultiTouch,121.19
CA00028,O01485,C00904,MultiTouch,210.44
CA00055,O01486,C00905,MultiTouch,235.97
CA00010,O01486,C00905,MultiTouch,189.42
CA00040,O01487,C00906,MultiTouch,1364.84
CA00018,O01487,C00906,MultiTouch,950.15
CA00030,O01488,C00906,MultiTouch,749.87
CA00015,O01488,C00906,MultiTouch,527.20
CA00030,O01489,C00906,MultiTouch,446.10
CA00029,O01489,C00906,MultiTouch,321.93
CA00040,O01490,C00907,MultiTouch,726.62
CA00042,O01490,C00907,MultiTouch,1322.51
CA00034,O01491,C00908,MultiTouch,2518.62
CA00057,O01491,C00908,MultiTouch,1459.15
CA00002,O01492,C00908,MultiTouch,899.54
CA00038,O01492,C00908,MultiTouch,1146.83
CA00036,O01493,C00909,MultiTouch,629.88
CA00015,O01493,C00909,MultiTouch,398.28
CA00006,O01494,C00910,MultiTouch,323.84
CA00030,O01494,C00910,MultiTouch,240.85
CA00058,O01495,C00910,MultiTouch,511.77
CA00059,O01495,C00910,MultiTouch,318.61
CA00053,O01496,C00911,MultiTouch,43.43
CA00011,O01496,C00911,MultiTouch,25.34
CA00007,O01497,C00911,MultiTouch,1554.54
CA00006,O01497,C00911,MultiTouch,1842.17
CA00044,O01498,C00911,MultiTouch,147.89
CA00028,O01498,C00911,MultiTouch,88.23
CA00032,O01499,C00912,MultiTouch,1090.39
CA00033,O01499,C00912,MultiTouch,1023.60
CA00031,O01500,C00912,MultiTouch,837.60
CA00048,O01500,C00912,MultiTouch,826.22
