shipment_id,order_id,shipment_status,delivered_at
SH01568,O01568,Delivered,2026-06-29T03:00:00+09:00
SH01569,O01569,Delivered,2026-06-17T00:00:00+09:00
SH01570,O01570,Delivered,2026-05-04T01:00:00+09:00
SH01571,O01571,Delivered,2026-05-24T09:00:00+09:00
SH01572,O01572,Delivered,2026-05-30T03:00:00+09:00
SH01573,O01573,Delivered,2026-06-28T08:00:00+09:00
SH01574,O01574,Delivered,2026-06-03T06:00:00+09:00
SH01575,O01575,Delayed,2026-06-05T03:00:00+09:00
SH01576,O01576,Delayed,2026-05-27T03:00:00+09:00
SH01577,O01577,Delayed,2026-06-29T09:00:00+09:00
SH01578,O01578,InTransit,
SH01579,O01579,Delayed,2026-05-20T01:00:00+09:00
SH01580,O01580,Delayed,2026-05-31T00:00:00+09:00
SH01581,O01581,Delivered,2026-06-17T11:00:00+09:00
SH01582,O01582,Delivered,2026-05-28T00:00:00+09:00
SH01583,O01583,Delayed,2026-05-29T04:00:00+09:00
SH01584,O01584,Delayed,2026-05-07T06:00:00+09:00
SH01585,O01585,Delivered,2026-05-12T02:00:00+09:00
SH01586,O01586,Delivered,2026-06-28T06:00:00+09:00
SH01587,O01587,Delayed,2026-06-21T07:00:00+09:00
SH01588,O01588,Delivered,2026-05-19T06:00:00+09:00
SH01589,O01589,Delivered,2026-06-14T03:00:00+09:00
SH01590,O01590,Delayed,2026-06-17T11:00:00+09:00
SH01591,O01591,Delayed,2026-06-21T01:00:00+09:00
SH01592,O01592,InTransit,
SH01593,O01593,InTransit,
SH01594,O01594,Delivered,2026-05-14T03:00:00+09:00
SH01595,O01595,Delayed,2026-06-03T10:00:00+09:00
SH01596,O01596,Delayed,2026-05-08T09:00:00+09:00
SH01597,O01597,Delivered,2026-06-19T10:00:00+09:00
SH01598,O01598,InTransit,
SH01599,O01599,InTransit,
SH01600,O01600,Delayed,2026-06-03T04:00:00+09:00
SH01601,O01601,Delayed,2026-05-23T05:00:00+09:00
SH01602,O01602,Delayed,2026-06-24T12:00:00+09:00
SH01603,O01603,Delivered,2026-05-26T08:00:00+09:00
SH01604,O01604,InTransit,
SH01605,O01605,Delayed,2026-05-11T04:00:00+09:00
SH01606,O01606,InTransit,
SH01607,O01607,InTransit,
SH01608,O01608,Delayed,2026-06-21T03:00:00+09:00
SH01609,O01609,Delayed,2026-06-13T01:00:00+09:00
SH01610,O01610,Delayed,2026-05-24T11:00:00+09:00
SH01611,O01611,Delivered,2026-06-23T01:00:00+09:00
SH01612,O01612,Delayed,2026-05-14T12:00:00+09:00
SH01613,O01613,InTransit,
SH01614,O01614,Delayed,2026-05-29T06:00:00+09:00
SH01615,O01615,InTransit,
SH01616,O01616,Delayed,2026-06-14T03:00:00+09:00
SH01617,O01617,InTransit,
SH01618,O01618,Delivered,2026-06-29T03:00:00+09:00
SH01619,O01619,Delivered,2026-06-12T01:00:00+09:00
SH01620,O01620,Delayed,2026-05-17T08:00:00+09:00
SH01621,O01621,Delayed,2026-05-16T11:00:00+09:00
SH01622,O01622,Delivered,2026-06-11T00:00:00+09:00
SH01623,O01623,Delayed,2026-05-10T00:00:00+09:00
SH01624,O01624,Delivered,2026-05-24T01:00:00+09:00
SH01625,O01625,Delayed,2026-06-21T03:00:00+09:00
SH01626,O01626,Delayed,2026-06-07T06:00:00+09:00
SH01627,O01627,Delayed,2026-06-02T00:00:00+09:00
SH01628,O01628,InTransit,
SH01629,O01629,Delivered,2026-05-09T01:00:00+09:00
SH01630,O01630,Delayed,2026-06-15T08:00:00+09:00
SH01631,O01631,Delayed,2026-07-03T05:00:00+09:00
SH01632,O01632,InTransit,
SH01633,O01633,Delayed,2026-06-15T12:00:00+09:00
SH01634,O01634,InTransit,
SH01635,O01635,InTransit,
SH01636,O01636,Delivered,2026-06-13T04:00:00+09:00
SH01637,O01637,InTransit,
SH01638,O01638,Delayed,2026-06-03T07:00:00+09:00
SH01639,O01639,Delivered,2026-06-04T07:00:00+09:00
SH01640,O01640,InTransit,
SH01641,O01641,Delivered,2026-06-16T08:00:00+09:00
SH01642,O01642,InTransit,
SH01643,O01643,Delayed,2026-06-15T11:00:00+09:00
SH01644,O01644,Delayed,2026-05-25T00:00:00+09:00
SH01645,O01645,Delivered,2026-06-24T00:00:00+09:00
SH01646,O01646,Delivered,2026-06-20T01:00:00+09:00
SH01647,O01647,InTransit,
SH01648,O01648,Delayed,2026-05-15T11:00:00+09:00
SH01649,O01649,Delivered,2026-06-08T09:00:00+09:00
SH01650,O01650,Delayed,2026-06-28T09:00:00+09:00
SH01651,O01651,Delayed,2026-06-03T07:00:00+09:00
SH01652,O01652,Delayed,2026-06-10T07:00:00+09:00
SH01653,O01653,Delivered,2026-05-26T03:00:00+09:00
SH01654,O01654,Delayed,2026-06-24T07:00:00+09:00
SH01655,O01655,Delayed,2026-06-13T09:00:00+09:00
SH01656,O01656,Delivered,2026-05-16T11:00:00+09:00
SH01657,O01657,Delayed,2026-06-25T12:00:00+09:00
SH01658,O01658,Delivered,2026-06-08T02:00:00+09:00
SH01659,O01659,Delayed,2026-05-06T01:00:00+09:00
SH01660,O01660,Delivered,2026-06-10T11:00:00+09:00
SH01661,O01661,InTransit,
SH01662,O01662,Delayed,2026-06-18T08:00:00+09:00
SH01663,O01663,Delivered,2026-05-23T09:00:00+09:00
SH01664,O01664,InTransit,
SH01665,O01665,Delayed,2026-06-05T03:00:00+09:00
SH01666,O01666,InTransit,
SH01667,O01667,Delayed,2026-06-12T12:00:00+09:00
SH01668,O01668,Delayed,2026-06-20T05:00:00+09:00
SH01669,O01669,Delivered,2026-06-16T11:00:00+09:00
SH01670,O01670,Delivered,2026-06-03T10:00:00+09:00
SH01671,O01671,Delayed,2026-05-09T05:00:00+09:00
SH01672,O01672,Delayed,2026-06-21T00:00:00+09:00
SH01673,O01673,Delivered,2026-06-17T10:00:00+09:00
SH01674,O01674,Delivered,2026-05-23T06:00:00+09:00
SH01675,O01675,InTransit,
SH01676,O01676,Delayed,2026-06-19T08:00:00+09:00
SH01677,O01677,Delivered,2026-06-01T10:00:00+09:00
SH01678,O01678,Delivered,2026-06-06T03:00:00+09:00
SH01679,O01679,Delayed,2026-05-13T09:00:00+09:00
SH01680,O01680,InTransit,
SH01681,O01681,Delivered,2026-06-24T01:00:00+09:00
SH01682,O01682,Delayed,2026-06-20T04:00:00+09:00
SH01683,O01683,Delayed,2026-06-16T11:00:00+09:00
SH01684,O01684,InTransit,
SH01685,O01685,InTransit,
SH01686,O01686,InTransit,
SH01687,O01687,InTransit,
SH01688,O01688,Delayed,2026-05-29T01:00:00+09:00
SH01689,O01689,InTransit,
SH01690,O01690,Delivered,2026-05-18T08:00:00+09:00
SH01691,O01691,Delivered,2026-06-22T06:00:00+09:00
SH01692,O01692,Delivered,2026-05-29T04:00:00+09:00
SH01693,O01693,Delayed,2026-06-01T06:00:00+09:00
SH01694,O01694,Delivered,2026-06-04T00:00:00+09:00
SH01695,O01695,InTransit,
SH01696,O01696,InTransit,
SH01697,O01697,Delivered,2026-05-30T00:00:00+09:00
SH01698,O01698,InTransit,
SH01699,O01699,Delayed,2026-05-22T03:00:00+09:00
SH01700,O01700,Delivered,2026-05-08T10:00:00+09:00
SH01701,O01701,Delivered,2026-05-21T07:00:00+09:00
SH01702,O01702,Delivered,2026-06-08T03:00:00+09:00
SH01703,O01703,Delayed,2026-06-20T07:00:00+09:00
SH01704,O01704,Delivered,2026-05-06T05:00:00+09:00
SH01705,O01705,Delayed,2026-07-01T08:00:00+09:00
SH01706,O01706,Delayed,2026-06-02T10:00:00+09:00
SH01707,O01707,Delivered,2026-05-16T05:00:00+09:00
SH01708,O01708,Delivered,2026-07-02T03:00:00+09:00
SH01709,O01709,InTransit,
SH01710,O01710,Delayed,2026-05-29T00:00:00+09:00
SH01711,O01711,Delivered,2026-05-17T12:00:00+09:00
SH01712,O01712,Delayed,2026-05-14T12:00:00+09:00
SH01713,O01713,Delayed,2026-05-22T12:00:00+09:00
SH01714,O01714,Delivered,2026-05-22T08:00:00+09:00
SH01715,O01715,Delivered,2026-05-21T06:00:00+09:00
SH01716,O01716,Delivered,2026-06-23T02:00:00+09:00
SH01717,O01717,Delayed,2026-06-17T12:00:00+09:00
SH01718,O01718,Delayed,2026-06-19T10:00:00+09:00
SH01719,O01719,Delayed,2026-07-05T02:00:00+09:00
SH01720,O01720,Delivered,2026-06-28T00:00:00+09:00
SH01721,O01721,Delayed,2026-05-21T02:00:00+09:00
SH01722,O01722,Delivered,2026-06-30T01:00:00+09:00
SH01723,O01723,Delayed,2026-06-13T00:00:00+09:00
SH01724,O01724,InTransit,
SH01725,O01725,Delivered,2026-06-21T01:00:00+09:00
SH01726,O01726,Delayed,2026-06-02T05:00:00+09:00
SH01727,O01727,Delayed,2026-06-23T10:00:00+09:00
SH01728,O01728,Delayed,2026-06-07T02:00:00+09:00
SH01729,O01729,InTransit,
SH01730,O01730,Delayed,2026-05-10T00:00:00+09:00
SH01731,O01731,Delayed,2026-05-25T08:00:00+09:00
SH01732,O01732,Delayed,2026-05-07T09:00:00+09:00
SH01733,O01733,Delayed,2026-05-09T09:00:00+09:00
SH01734,O01734,Delayed,2026-05-06T08:00:00+09:00
SH01735,O01735,Delayed,2026-06-21T07:00:00+09:00
SH01736,O01736,InTransit,
SH01737,O01737,Delayed,2026-05-25T11:00:00+09:00
SH01738,O01738,Delayed,2026-05-06T06:00:00+09:00
SH01739,O01739,Delivered,2026-06-18T01:00:00+09:00
SH01740,O01740,Delayed,2026-05-29T05:00:00+09:00
SH01741,O01741,InTransit,
SH01742,O01742,Delivered,2026-05-08T04:00:00+09:00
SH01743,O01743,Delayed,2026-05-12T08:00:00+09:00
SH01744,O01744,InTransit,
SH01745,O01745,Delayed,2026-05-24T05:00:00+09:00
SH01746,O01746,Delivered,2026-06-11T03:00:00+09:00
SH01747,O01747,InTransit,
SH01748,O01748,Delivered,2026-05-14T03:00:00+09:00
SH01749,O01749,Delivered,2026-06-15T02:00:00+09:00
SH01750,O01750,Delayed,2026-05-14T03:00:00+09:00
SH01751,O01751,Delivered,2026-05-21T00:00:00+09:00
SH01752,O01752,InTransit,
SH01753,O01753,Delivered,2026-06-05T04:00:00+09:00
SH01754,O01754,Delivered,2026-05-27T11:00:00+09:00
SH01755,O01755,Delivered,2026-05-25T08:00:00+09:00
SH01756,O01756,Delivered,2026-05-23T08:00:00+09:00
SH01757,O01757,Delayed,2026-06-27T00:00:00+09:00
SH01758,O01758,InTransit,
SH01759,O01759,InTransit,
SH01760,O01760,Delayed,2026-05-14T00:00:00+09:00
SH01761,O01761,Delivered,2026-07-01T07:00:00+09:00
SH01762,O01762,InTransit,
SH01763,O01763,Delayed,2026-06-27T07:00:00+09:00
SH01764,O01764,Delayed,2026-06-28T02:00:00+09:00
SH01765,O01765,InTransit,
SH01766,O01766,Delivered,2026-06-03T06:00:00+09:00
SH01767,O01767,Delivered,2026-06-06T03:00:00+09:00
SH01768,O01768,InTransit,
SH01769,O01769,Delivered,2026-06-26T08:00:00+09:00
SH01770,O01770,Delivered,2026-06-22T03:00:00+09:00
SH01771,O01771,InTransit,
SH01772,O01772,Delivered,2026-05-08T07:00:00+09:00
SH01773,O01773,Delivered,2026-05-23T11:00:00+09:00
SH01774,O01774,Delivered,2026-06-05T06:00:00+09:00
SH01775,O01775,InTransit,
SH01776,O01776,Delivered,2026-06-11T02:00:00+09:00
SH01777,O01777,Delivered,2026-06-02T11:00:00+09:00
SH01778,O01778,InTransit,
SH01779,O01779,InTransit,
SH01780,O01780,Delivered,2026-06-16T04:00:00+09:00
SH01781,O01781,InTransit,
SH01782,O01782,Delivered,2026-06-07T03:00:00+09:00
SH01783,O01783,Delayed,2026-06-19T04:00:00+09:00
SH01784,O01784,Delayed,2026-06-02T01:00:00+09:00
SH01785,O01785,Delayed,2026-05-10T01:00:00+09:00
SH01786,O01786,InTransit,
SH01787,O01787,InTransit,
SH01788,O01788,InTransit,
SH01789,O01789,Delivered,2026-06-06T08:00:00+09:00
SH01790,O01790,Delivered,2026-05-11T10:00:00+09:00
SH01791,O01791,Delayed,2026-06-14T08:00:00+09:00
SH01792,O01792,InTransit,
SH01793,O01793,Delayed,2026-05-12T12:00:00+09:00
SH01794,O01794,Delivered,2026-06-13T09:00:00+09:00
SH01795,O01795,InTransit,
SH01796,O01796,Delivered,2026-05-14T00:00:00+09:00
SH01797,O01797,InTransit,
SH01798,O01798,InTransit,
SH01799,O01799,Delivered,2026-05-04T09:00:00+09:00
SH01800,O01800,InTransit,
SH01801,O01801,Delivered,2026-05-17T01:00:00+09:00
SH01802,O01802,InTransit,
SH01803,O01803,Delayed,2026-06-23T11:00:00+09:00
SH01804,O01804,InTransit,
SH01805,O01805,Delayed,2026-06-10T12:00:00+09:00
SH01806,O01806,InTransit,
SH01807,O01807,InTransit,
SH01808,O01808,InTransit,
SH01809,O01809,Delayed,2026-06-04T03:00:00+09:00
SH01810,O01810,Delivered,2026-06-30T04:00:00+09:00
SH01811,O01811,Delayed,2026-06-17T05:00:00+09:00
SH01812,O01812,Delivered,2026-06-14T02:00:00+09:00
SH01813,O01813,Delayed,2026-06-19T07:00:00+09:00
SH01814,O01814,Delivered,2026-05-18T01:00:00+09:00
SH01815,O01815,Delivered,2026-05-23T01:00:00+09:00
SH01816,O01816,Delayed,2026-05-09T06:00:00+09:00
SH01817,O01817,Delayed,2026-05-24T03:00:00+09:00
SH01818,O01818,Delivered,2026-05-30T03:00:00+09:00
SH01819,O01819,Delayed,2026-05-16T01:00:00+09:00
SH01820,O01820,Delivered,2026-06-07T08:00:00+09:00
SH01821,O01821,InTransit,
SH01822,O01822,InTransit,
SH01823,O01823,Delayed,2026-06-07T00:00:00+09:00
SH01824,O01824,Delivered,2026-05-07T06:00:00+09:00
SH01825,O01825,Delayed,2026-05-17T09:00:00+09:00
SH01826,O01826,Delivered,2026-06-15T07:00:00+09:00
SH01827,O01827,InTransit,
SH01828,O01828,Delivered,2026-06-03T01:00:00+09:00
SH01829,O01829,Delivered,2026-05-03T03:00:00+09:00
SH01830,O01830,Delayed,2026-06-28T06:00:00+09:00
SH01831,O01831,InTransit,
SH01832,O01832,Delayed,2026-05-31T00:00:00+09:00
SH01833,O01833,Delayed,2026-05-13T02:00:00+09:00
SH01834,O01834,Delivered,2026-05-30T05:00:00+09:00
SH01835,O01835,Delayed,2026-05-18T09:00:00+09:00
SH01836,O01836,Delivered,2026-06-29T06:00:00+09:00
SH01837,O01837,Delayed,2026-06-05T07:00:00+09:00
SH01838,O01838,Delivered,2026-05-30T05:00:00+09:00
SH01839,O01839,Delivered,2026-05-21T11:00:00+09:00
SH01840,O01840,InTransit,
SH01841,O01841,Delivered,2026-06-09T10:00:00+09:00
SH01842,O01842,InTransit,
SH01843,O01843,Delayed,2026-06-11T04:00:00+09:00
SH01844,O01844,Delivered,2026-05-29T01:00:00+09:00
SH01845,O01845,InTransit,
SH01846,O01846,InTransit,
SH01847,O01847,Delayed,2026-05-27T12:00:00+09:00
SH01848,O01848,Delivered,2026-06-04T10:00:00+09:00
SH01849,O01849,Delivered,2026-05-27T00:00:00+09:00
SH01850,O01850,Delivered,2026-05-20T03:00:00+09:00
SH01851,O01851,Delivered,2026-07-01T00:00:00+09:00
SH01852,O01852,Delivered,2026-05-31T12:00:00+09:00
SH01853,O01853,Delivered,2026-06-14T09:00:00+09:00
SH01854,O01854,Delayed,2026-05-21T12:00:00+09:00
SH01855,O01855,Delivered,2026-06-13T03:00:00+09:00
SH01856,O01856,Delayed,2026-06-01T00:00:00+09:00
SH01857,O01857,Delayed,2026-05-02T08:00:00+09:00
SH01858,O01858,Delayed,2026-05-11T00:00:00+09:00
SH01859,O01859,Delayed,2026-05-24T11:00:00+09:00
SH01860,O01860,InTransit,
SH01861,O01861,Delayed,2026-05-13T05:00:00+09:00
SH01862,O01862,Delayed,2026-06-29T02:00:00+09:00
SH01863,O01863,InTransit,
SH01864,O01864,Delayed,2026-06-11T04:00:00+09:00
SH01865,O01865,InTransit,
SH01866,O01866,Delivered,2026-06-07T07:00:00+09:00
SH01867,O01867,Delivered,2026-05-10T05:00:00+09:00
SH01868,O01868,Delayed,2026-05-08T02:00:00+09:00
SH01869,O01869,Delayed,2026-06-23T01:00:00+09:00
SH01870,O01870,InTransit,
SH01871,O01871,Delayed,2026-06-01T07:00:00+09:00
SH01872,O01872,Delayed,2026-05-21T06:00:00+09:00
SH01873,O01873,Delivered,2026-06-20T07:00:00+09:00
SH01874,O01874,Delayed,2026-05-28T02:00:00+09:00
SH01875,O01875,Delivered,2026-06-06T10:00:00+09:00
SH01876,O01876,Delivered,2026-06-12T11:00:00+09:00
SH01877,O01877,Delayed,2026-06-10T07:00:00+09:00
SH01878,O01878,InTransit,
SH01879,O01879,Delivered,2026-06-24T08:00:00+09:00
SH01880,O01880,Delivered,2026-06-19T03:00:00+09:00
SH01881,O01881,InTransit,
SH01882,O01882,Delivered,2026-06-25T03:00:00+09:00
SH01883,O01883,Delivered,2026-06-19T10:00:00+09:00
SH01884,O01884,InTransit,
SH01885,O01885,Delayed,2026-05-17T01:00:00+09:00
SH01886,O01886,Delayed,2026-05-14T11:00:00+09:00
SH01887,O01887,InTransit,
SH01888,O01888,Delivered,2026-06-11T09:00:00+09:00
SH01889,O01889,Delayed,2026-05-12T09:00:00+09:00
SH01890,O01890,Delivered,2026-06-24T01:00:00+09:00
SH01891,O01891,InTransit,
SH01892,O01892,Delivered,2026-05-21T10:00:00+09:00
SH01893,O01893,Delivered,2026-06-02T05:00:00+09:00
SH01894,O01894,Delivered,2026-07-03T03:00:00+09:00
SH01895,O01895,InTransit,
SH01896,O01896,Delivered,2026-06-27T09:00:00+09:00
SH01897,O01897,Delayed,2026-06-21T06:00:00+09:00
SH01898,O01898,Delivered,2026-06-27T06:00:00+09:00
SH01899,O01899,Delayed,2026-06-21T11:00:00+09:00
SH01900,O01900,InTransit,
SH01901,O01901,InTransit,
SH01902,O01902,InTransit,
SH01903,O01903,InTransit,
SH01904,O01904,Delivered,2026-05-06T10:00:00+09:00
SH01905,O01905,Delivered,2026-06-21T12:00:00+09:00
SH01906,O01906,Delayed,2026-06-27T10:00:00+09:00
SH01907,O01907,Delivered,2026-05-16T12:00:00+09:00
SH01908,O01908,Delayed,2026-06-17T01:00:00+09:00
SH01909,O01909,Delivered,2026-06-19T09:00:00+09:00
SH01910,O01910,InTransit,
SH01911,O01911,InTransit,
SH01912,O01912,InTransit,
SH01913,O01913,Delayed,2026-06-21T08:00:00+09:00
SH01914,O01914,Delivered,2026-06-18T06:00:00+09:00
SH01915,O01915,InTransit,
SH01916,O01916,InTransit,
SH01917,O01917,Delivered,2026-06-02T04:00:00+09:00
SH01918,O01918,Delayed,2026-07-05T03:00:00+09:00
SH01919,O01919,Delivered,2026-06-07T00:00:00+09:00
SH01920,O01920,InTransit,
SH01921,O01921,Delivered,2026-06-10T12:00:00+09:00
SH01922,O01922,InTransit,
SH01923,O01923,Delayed,2026-06-24T08:00:00+09:00
SH01924,O01924,Delivered,2026-05-09T12:00:00+09:00
SH01925,O01925,Delayed,2026-05-06T09:00:00+09:00
SH01926,O01926,InTransit,
SH01927,O01927,Delivered,2026-05-29T00:00:00+09:00
SH01928,O01928,Delivered,2026-06-27T02:00:00+09:00
SH01929,O01929,InTransit,
SH01930,O01930,InTransit,
SH01931,O01931,Delivered,2026-06-17T05:00:00+09:00
SH01932,O01932,Delivered,2026-06-13T01:00:00+09:00
SH01933,O01933,InTransit,
SH01934,O01934,InTransit,
SH01935,O01935,InTransit,
SH01936,O01936,InTransit,
SH01937,O01937,InTransit,
SH01938,O01938,InTransit,
SH01939,O01939,InTransit,
SH01940,O01940,Delayed,2026-05-17T07:00:00+09:00
SH01941,O01941,Delivered,2026-05-05T09:00:00+09:00
SH01942,O01942,Delivered,2026-06-08T04:00:00+09:00
SH01943,O01943,InTransit,
SH01944,O01944,Delivered,2026-06-13T04:00:00+09:00
SH01945,O01945,InTransit,
SH01946,O01946,Delivered,2026-05-21T02:00:00+09:00
SH01947,O01947,InTransit,
SH01948,O01948,Delivered,2026-06-20T09:00:00+09:00
SH01949,O01949,Delivered,2026-05-21T07:00:00+09:00
SH01950,O01950,Delayed,2026-05-26T04:00:00+09:00
SH01951,O01951,Delayed,2026-06-26T10:00:00+09:00
SH01952,O01952,Delayed,2026-06-22T05:00:00+09:00
SH01953,O01953,InTransit,
SH01954,O01954,Delayed,2026-05-09T05:00:00+09:00
SH01955,O01955,Delivered,2026-05-12T06:00:00+09:00
SH01956,O01956,InTransit,
SH01957,O01957,Delivered,2026-05-28T04:00:00+09:00
SH01958,O01958,Delivered,2026-06-27T05:00:00+09:00
SH01959,O01959,InTransit,
SH01960,O01960,Delivered,2026-05-31T05:00:00+09:00
SH01961,O01961,InTransit,
SH01962,O01962,Delivered,2026-05-28T05:00:00+09:00
SH01963,O01963,Delivered,2026-05-16T01:00:00+09:00
SH01964,O01964,InTransit,
SH01965,O01965,Delayed,2026-07-01T01:00:00+09:00
SH01966,O01966,Delayed,2026-06-30T08:00:00+09:00
SH01967,O01967,Delivered,2026-06-09T05:00:00+09:00
SH01968,O01968,Delayed,2026-06-27T04:00:00+09:00
SH01969,O01969,Delivered,2026-05-09T06:00:00+09:00
SH01970,O01970,Delayed,2026-05-31T06:00:00+09:00
SH01971,O01971,Delivered,2026-05-20T08:00:00+09:00
SH01972,O01972,Delivered,2026-06-10T10:00:00+09:00
SH01973,O01973,InTransit,
SH01974,O01974,InTransit,
SH01975,O01975,Delivered,2026-05-31T03:00:00+09:00
SH01976,O01976,Delayed,2026-06-02T06:00:00+09:00
SH01977,O01977,Delivered,2026-06-02T07:00:00+09:00
SH01978,O01978,Delivered,2026-05-13T07:00:00+09:00
SH01979,O01979,InTransit,
SH01980,O01980,Delayed,2026-05-08T11:00:00+09:00
SH01981,O01981,InTransit,
SH01982,O01982,Delayed,2026-05-13T12:00:00+09:00
SH01983,O01983,InTransit,
SH01984,O01984,Delivered,2026-05-26T02:00:00+09:00
SH01985,O01985,Delayed,2026-05-26T04:00:00+09:00
SH01986,O01986,Delayed,2026-06-27T00:00:00+09:00
SH01987,O01987,Delivered,2026-05-31T08:00:00+09:00
SH01988,O01988,InTransit,
SH01989,O01989,InTransit,
SH01990,O01990,InTransit,
SH01991,O01991,Delayed,2026-05-06T11:00:00+09:00
SH01992,O01992,Delayed,2026-06-24T12:00:00+09:00
SH01993,O01993,Delayed,2026-06-18T01:00:00+09:00
SH01994,O01994,Delayed,2026-05-12T11:00:00+09:00
SH01995,O01995,Delayed,2026-05-18T06:00:00+09:00
SH01996,O01996,Delivered,2026-06-22T11:00:00+09:00
SH01997,O01997,Delivered,2026-05-12T09:00:00+09:00
SH01998,O01998,Delayed,2026-06-03T00:00:00+09:00
SH01999,O01999,Delivered,2026-06-28T06:00:00+09:00
SH02000,O02000,InTransit,
SH09001,O09001,Delayed,2026-05-22T20:00:00+09:00
SH09002,O09002,Delayed,2026-05-23T19:30:00+09:00
SH09003,O09003,InTransit,
SH00001,O00002,Delivered,2026-05-04T09:00:00+09:00
